Year,Region,SiteCode,TidalHeight,Blade,EpiphyteDryMass,Prevalence,LesionArea,BladeArea,EpiphytePerAreaMg,EpiphyteLog,BladeAreaLog,Meadow,site_unique_code,Epifauna_large,Ampithoid_large,Lacuna_large,Idoteid_large,Richness_large,Density,CanopyHeight,DensityLog,Latitude,Longitude
2019,AK,A,U,16,0.001,0,0,2.68,0.373134328358209,-0.416648934029383,0.42813479402878885,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,17,0.001,1,0.289619136,2.44,0.4098360655737705,-0.3769202565423373,0.3873898263387294,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,18,0.004,1,0.085753152,3.84,1.0416666666666667,0.021878108860490714,0.5843312243675308,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,19,0.014,1,0.66337344,6.24,2.2435897435897436,0.35287485744571717,0.795184589682424,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,20,0.002,0,0,3.356022413,0.59594357661401,-0.2175678139624787,0.5258248525767221,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,16,0.003,0,0,6.57,0.45662100456621,-0.3310357156882516,0.8175653695597808,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,17,0.002,0,0,6.24,0.32051282051282054,-0.4808116896730961,0.795184589682424,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,18,0.003,0,0,3.28,0.9146341463414634,-0.03403007229330087,0.5158738437116791,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,19,0.001,1,0.092764416,5.76,0.1736111111111111,-0.736101041281647,0.7604224834232121,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,20,9.9999999999989e-4,1,0.18696704,4.28,0.23364485981305844,-0.6132427465169265,0.631443769013172,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,16,0.00100000000000011,1,1.687017984,6.14,0.16286644951141857,-0.7622892878477558,0.7881683711411677,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,17,0,0,0,1.595,0,-2,0.2027606873931999,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,18,0.001,0,0,2.04,0.49019607843137253,-0.3008597174881464,0.3096301674258988,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,19,0.001,1,0.3813228736,4.5213843776,0.22117119812998756,-0.6360662761010151,0.6552714293910038,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,U,20,0.001,0,0,4.78,0.20920502092050208,-0.6591495025001914,0.6794278966121189,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,16,0.00600000000000001,1,5.201315187,12.239761318,0.490205637521404,-0.30085141790211684,1.0877729489136094,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,17,0.002,1,10.23766792,25.29403376,0.07907002967485562,-1.050268402993332,1.4030180938764247,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,18,0,1,3.632050483,21.121037293,0,-2,1.3247152433865674,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,19,0.002,1,5.943592314,11.782303309,0.16974609696834786,-0.7453405311732441,1.0712301984822619,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,20,0.00600000000000001,1,3.822343379,14.021575189,0.4279119798684987,-0.3586131737400132,1.1467968051758197,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,16,0.005,0,0,26.43965632,0.18910987115281835,-0.700907208677108,1.4222558056056747,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,17,0.00700000000000001,1,2.645817325,42.84,0.1633986928104577,-0.7609541808352691,1.631849462159818,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,18,0.015,0,0,27.36,0.5482456140350876,-0.25317468036192875,1.4371160930480786,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,19,0.00700000000000001,1,0.315147328,24.75,0.2828282828282832,-0.5333869792425519,1.3935752032695876,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,20,0.00900000000000001,0,0,18.44,0.4880694143167033,-0.3027101268107264,1.2657609167176105,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,16,0.002,1,1.204355379,18.18,0.11001100110011001,-0.92077894146833,1.2595938788859486,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,17,0.004,1,7.595320269,11.922097127,0.3355114421053651,-0.4615375657689761,1.07635265562031,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
2019,AK,A,L,18,0.005,1,0.92674528,7.06,0.708215297450425,-0.14374534896272428,0.8488047010518037,AK_A,AK.A.2019,0.10015757423186153,-1.9288483035925799,-0.6435969760621376,-0.717292022507621,29,665.5,0.4033333333333333,2.823148059810694,55.49666066666666,-133.16919683333333
